iter	Passed	Remaining
866	1138	174
867	1140	173
868	1143	172
869	1144	171
870	1146	169
871	1147	168
872	1149	167
873	1153	166
874	1154	164
875	1155	163
876	1157	162
877	1158	160
878	1159	159
879	1161	158
880	1163	157
881	1165	155
882	1166	154
883	1167	153
884	1170	152
885	1173	151
886	1174	149
887	1176	148
888	1177	147
889	1179	145
890	1183	144
891	1186	143
892	1187	142
893	1189	140
894	1190	139
895	1191	138
896	1192	136
897	1194	135
898	1195	134
899	1196	132
900	1197	131
901	1198	130
902	1200	128
903	1201	127
904	1202	126
905	1204	125
906	1207	123
907	1208	122
908	1210	121
909	1212	119
910	1214	118
911	1215	117
912	1216	115
913	1217	114
914	1219	113
915	1220	111
916	1221	110
917	1222	109
918	1223	107
919	1224	106
920	1225	105
921	1226	103
922	1227	102
923	1229	101
924	1230	99
925	1231	98
926	1232	97
927	1233	95
928	1234	94
929	1235	92
930	1236	91
931	1237	90
932	1238	88
933	1239	87
934	1241	86
935	1242	84
936	1243	83
937	1244	82
938	1245	80
939	1246	79
940	1247	78
941	1248	76
942	1249	75
943	1250	74
944	1251	72
945	1253	71
946	1254	70
947	1255	68
948	1256	67
949	1257	66
950	1258	64
951	1259	63
952	1260	62
953	1261	60
954	1263	59
955	1264	58
956	1265	56
957	1266	55
958	1268	54
959	1269	52
960	1270	51
961	1271	50
962	1271	48
963	1273	47
964	1274	46
965	1275	44
966	1276	43
967	1277	42
968	1278	40
969	1279	39
970	1280	38
971	1282	36
972	1283	35
973	1284	34
974	1285	32
975	1286	31
976	1287	30
977	1288	28
978	1289	27
979	1291	26
980	1292	25
981	1293	23
982	1294	22
983	1295	21
984	1296	19
985	1297	18
986	1298	17
987	1299	15
988	1300	14
989	1302	13
990	1303	11
991	1304	10
992	1305	9
993	1306	7
994	1307	6
995	1308	5
996	1309	3
997	1311	2
998	1312	1
999	1313	0
